headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
bath,noun,A1,Objects and rooms,,"House and home, environment"
bathroom,noun,A1,Objects and rooms,,"House and home, environment"
be,be-verb,A1,,,
beach,noun,A1,Holidays,Travel and services vocab,"House and home, environment"
bean,noun,A1,Food and drink,,Food and drink
bear,noun,A1,,,
beautiful,adjective,A1,,,
because,conjunction,A1,,,
become,verb,A1,,,
bed,noun,A1,Objects and rooms,,"House and home, environment"
bedroom,noun,A1,Objects and rooms,,"House and home, environment"
bee,noun,A1,Education,,
beef,noun,A1,Food and drink,,Food and drink
before,adverb,A1,,,
before,preposition,A1,,,
begin,verb,A1,,,
behind,adverb,A1,,,
behind,preposition,A1,,,
being,be-verb,A1,,,
believe,verb,A1,,,
bell,noun,A1,Objects and rooms,,Shopping
below,adverb,A1,,,
below,preposition,A1,,,
beside,preposition,A1,,,
best,adjective,A1,,,
best,adverb,A1,,,
better,adjective,A1,,,
between,preposition,A1,,,
bicycle,noun,A1,Leisure activities,,"Free time, entertainment"
big,adjective,A1,,,
bike,noun,A1,Leisure activities,Ways of travelling,Travel
bird,noun,A1,,,
birth,noun,A1,Family life,,Daily life
birthday,noun,A1,Personal information,,Personal identification
biscuit,noun,A1,Food and drink,,Food and drink
black,adjective,A1,,,
black,noun,A1,Colours,,
blank,adjective,A1,,,
block,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
blow,verb,A1,,,
blue,adjective,A1,,,
blue,noun,A1,Colours,,
board,noun,A1,Objects and rooms,,"House and home, environment"
boat,noun,A1,Ways of travelling,Leisure activities,Travel
body,noun,A1,,,Health and body care
bone,noun,A1,,,
book,noun,A1,Objects and rooms,,"Free time, entertainment"
bookstore,noun,A1,"Things in the town, shops and shopping",,Shopping
boring,adjective,A1,,,
borrow,verb,A1,,,
both,adverb,A1,,,
both,determiner,A1,,,
both,pronoun,A1,,,
bottle,noun,A1,Food and drink,,Shopping
bottom,noun,A1,,,
bowl,noun,A1,Objects and rooms,,Shopping
box,noun,A1,Objects and rooms,,Shopping
boy,noun,A1,Personal information,,Personal identification
boyfriend,noun,A1,Personal information,,Personal identification
brain,noun,A1,,,Health and body care
bread,noun,A1,Food and drink,,Food and drink
break,verb,A1,,,
breakfast,noun,A1,Food and drink,,Food and drink
breathe,verb,A1,,,
bridge,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
bright,adjective,A1,,,
bring,verb,A1,,,
broken,adjective,A1,,,
brother,noun,A1,Family life,,Personal identification
brown,adjective,A1,,,
brush,noun,A1,Education,Objects and rooms,Shopping
brush,verb,A1,,,
bucket,noun,A1,Objects and rooms,,Shopping
build,verb,A1,,,
building,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
burger,noun,A1,Food and drink,,Food and drink
bus,noun,A1,Ways of travelling,"Things in the town, shops and shopping",Travel
business,noun,A1,Work and jobs,,Daily life
busy,adjective,A1,,,
but,conjunction,A1,,,
butter,noun,A1,Food and drink,,Food and drink
butterfly,noun,A1,,,
button,noun,A1,Clothes,,Shopping
buy,verb,A1,,,
by,preposition,A1,,,
bye,noun,A1,,,
cafe,noun,A1,"Things in the town, shops and shopping",,Food and drink
café,noun,A1,"Things in the town, shops and shopping",,Food and drink
cake,noun,A1,Food and drink,,Food and drink
call,noun,A1,,,Services
camera,noun,A1,Objects and rooms,,Travel
camp,noun,A1,Leisure activities,,"Free time, entertainment"
can,modal auxiliary,A1,,,
candy,noun,A1,Food and drink,,Food and drink
cap,noun,A1,Clothes,,Shopping
car,noun,A1,"Things in the town, shops and shopping",Ways of travelling,Travel
card,noun,A1,Shopping,Objects and rooms,Shopping
care,noun,A1,,,Health and body care
careful,adjective,A1,,,
carefully,adverb,A1,,,
carry,verb,A1,,,
cartoon,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
case,noun,A1,Objects and rooms,,
cat,noun,A1,,,
catch,noun,A1,,,
catch,verb,A1,,,
CD,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
CD player,noun,A1,Objects and rooms,,"House and home, environment"
celebrate,verb,A1,,,
celebration,noun,A1,,,Daily life
chair,noun,A1,Objects and rooms,,"House and home, environment"
change,noun,A1,,,
change,verb,A1,,,
character,noun,A1,,,Personal identification
check,noun,A1,,,Services
cheese,noun,A1,Food and drink,,Food and drink
chicken,noun,A1,Food and drink,,Food and drink
child,noun,A1,Family life,,Personal identification
chocolate,noun,A1,Food and drink,,Food and drink
choose,verb,A1,,,
church,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
cinema,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
circle,noun,A1,,,
city,noun,A1,,,"House and home, environment"
class,noun,A1,Education,,Education
classmate,noun,A1,Education,,Relations with other people
classroom,noun,A1,Education,,Education
clean,adjective,A1,,,
clean,verb,A1,,,
clever,adjective,A1,,,
climb,noun,A1,Leisure activities,,
clock,noun,A1,Objects and rooms,,"House and home, environment"
close,adjective,A1,,,
close,verb,A1,,,
closed,adjective,A1,,,
cloth,noun,A1,Objects and rooms,,Shopping
clothes,noun,A1,,,
cloud,noun,A1,,,Weather
cloudy,adjective,A1,,,
club,noun,A1,Hobbies and pastimes,,Relations with other people
coach,noun,A1,Ways of travelling,,Personal identification
coat,noun,A1,Clothes,,Shopping
code,noun,A1,,,
coffee,noun,A1,Food and drink,,Food and drink
coke,noun,A1,Food and drink,,Food and drink
cold,adjective,A1,,,
cold,noun,A1,Travel and services vocab,,Weather
collect,verb,A1,,,
collection,noun,A1,Hobbies and pastimes,,
college,noun,A1,Education,"Things in the town, shops and shopping",Education
color,noun,A1,Colours,,
color,verb,A1,Colours,,
colour,noun,A1,Colours,,
colour,verb,A1,Colours,,
come,verb,A1,,,
computer,noun,A1,Objects and rooms,,"House and home, environment"
concert,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
contest,noun,A1,,,
conversation,noun,A1,,,
cook,noun,A1,Work and jobs,,Personal identification
cook,verb,A1,,,
cookie,noun,A1,Food and drink,,Food and drink
cool,adjective,A1,,,
cop,noun,A1,Work and jobs,Travel and services vocab,Personal identification
copy,noun,A1,Education,,Services
corn,noun,A1,Food and drink,,Food and drink
corner,noun,A1,Objects and rooms,,"House and home, environment"
correct,adjective,A1,,,
couch,noun,A1,Objects and rooms,,"House and home, environment"
could,modal auxiliary,A1,,,
course,noun,A1,Education,Ways of travelling,Education
cousin,noun,A1,Family life,,Personal identification
cover,noun,A1,Objects and rooms,,Shopping
cow,noun,A1,,,
cream,noun,A1,Food and drink,,Food and drink
credit card,noun,A1,Shopping,,Shopping
cry,noun,A1,,,
culture,noun,A1,Nationalities and countries,,"Free time, entertainment"
cup,noun,A1,Objects and rooms,,Shopping
cut,verb,A1,,,
cute,adjective,A1,,,
dad,noun,A1,Family life,,Personal identification
daddy,noun,A1,,,
dance,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
dance,verb,A1,,,
dancing,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
dark,adjective,A1,,,
date,noun,A1,,,Personal identification
daughter,noun,A1,Family life,,Personal identification
day,noun,A1,,,
dear,adjective,A1,,,
December,noun,A1,,,
delicious,adjective,A1,,,
describe,verb,A1,,,
design,noun,A1,Arts,,"Free time, entertainment"
desk,noun,A1,Objects and rooms,,"House and home, environment"
dictionary,noun,A1,Objects and rooms,,Education
did,do-verb,A1,,,
difference,noun,A1,,,
different,adjective,A1,,,
difficult,adjective,A1,,,
dig,noun,A1,,,
dining room,noun,A1,Objects and rooms,,"House and home, environment"
dinner,noun,A1,Food and drink,,Food and drink
dirty,adjective,A1,,,
discuss,verb,A1,,,
dish,noun,A1,Objects and rooms,,Shopping
do,do-verb,A1,,,
doctor,noun,A1,Work and jobs,,Personal identification
does,do-verb,A1,,,
dog,noun,A1,,,
doing,do-verb,A1,,,
doll,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
dollar,noun,A1,Shopping,,Shopping
door,noun,A1,Objects and rooms,,"House and home, environment"
down,adverb,A1,,,
Dr,noun,A1,Work and jobs,,Personal identification
Dr.,noun,A1,Work and jobs,,Personal identification
drama,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
draw,verb,A1,,,
dream,noun,A1,,,
dress,noun,A1,Clothes,,Shopping
drink,noun,A1,Food and drink,,Food and drink
drink,verb,A1,,,
drive,noun,A1,Hobbies and pastimes,,Travel
driver,noun,A1,Hobbies and pastimes,Work and jobs,Personal identification
drop,verb,A1,,,
drum,noun,A1,Leisure activities,,"Free time, entertainment"
dry,adjective,A1,,,
due,adjective,A1,,,
DVD,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
each,determiner,A1,,,
each,pronoun,A1,,,
each other,pronoun,A1,,,
ear,noun,A1,,,Health and body care
early,adverb,A1,,,
easy,adjective,A1,,,
eat,verb,A1,,,
egg,noun,A1,Food and drink,,Food and drink
eight,number,A1,,,
eighteen,number,A1,,,
eighty,number,A1,,,
either,adverb,A1,,,
elementary,adjective,A1,,,
eleven,number,A1,,,
else,adverb,A1,,,
email,noun,A1,Media,,Services
e-mail,noun,A1,Media,,Services
E-mail,noun,A1,Media,,Services
end,noun,A1,,,
engineer,noun,A1,Work and jobs,,Personal identification
enjoy,verb,A1,,,
evening,noun,A1,,,
event,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
every,determiner,A1,,,
everybody,pronoun,A1,,,
everyday,adjective,A1,,,
everyone,pronoun,A1,,,
everything,pronoun,A1,,,
everywhere,adverb,A1,,,
example,noun,A1,,,
excellent,adjective,A1,,,
excited,adjective,A1,,,
exciting,adjective,A1,,,
excuse,noun,A1,,,
exercise,verb,A1,,,
expensive,adjective,A1,,,
eye,noun,A1,,,Health and body care
face,noun,A1,,,Health and body care
factory,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
fair,adjective,A1,,,
fairy,noun,A1,Books and literature,,
false,adjective,A1,,,
family,noun,A1,Family life,,Personal identification
famous,adjective,A1,,,
fan,noun,A1,Objects and rooms,,Personal identification
farm,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
farmer,noun,A1,Work and jobs,,Personal identification
fast,adjective,A1,,,
fast,adverb,A1,,,
fat,adjective,A1,,,
father,noun,A1,Family life,,Personal identification
favorite,adjective,A1,,,
favorite,noun,A1,,,Personal identification
favourite,adjective,A1,,,
favourite,noun,A1,,,Personal identification
February,noun,A1,,,
feed,noun,A1,Food and drink,,Food and drink
feel,verb,A1,,,
feeling,noun,A1,,,
festival,noun,A1,Leisure activities,,"Free time, entertainment"
fever,noun,A1,Travel and services vocab,,Health and body care
field,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
fifteen,number,A1,,,
fifty,number,A1,,,
fight,noun,A1,"News, lifestyles and current affairs",,Relations with other people
file,noun,A1,Objects and rooms,,
fill,verb,A1,,,
find,verb,A1,,,
fine,adjective,A1,,,
finish,noun,A1,,,
finish,verb,A1,,,
fire,noun,A1,,,
first,adjective,A1,,,
first,adverb,A1,,,
fish,noun,A1,Food and drink,,Food and drink
fishing,noun,A1,Leisure activities,,"Free time, entertainment"
five,number,A1,,,
flag,noun,A1,"Things in the town, shops and shopping",,
flat,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
floor,noun,A1,Objects and rooms,,"House and home, environment"
flower,noun,A1,,,
fly,noun,A1,Ways of travelling,,
fly,verb,A1,,,
focus,verb,A1,,,
foggy,adjective,A1,,,
following,adjective,A1,,,
food,noun,A1,Food and drink,,Food and drink
football,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
for,preposition,A1,,,
foreign,adjective,A1,,,
foreigner,noun,A1,,,Personal identification
forget,verb,A1,,,
form,noun,A1,,,
forty,number,A1,,,
four,number,A1,,,
fourteen,number,A1,,,
free,adjective,A1,,,
Friday,noun,A1,,,
friend,noun,A1,Personal information,,Relations with other people
frog,noun,A1,,,
from,preposition,A1,,,
front,adjective,A1,,,
fruit,noun,A1,Food and drink,,Food and drink
full,adjective,A1,,,
fun,adjective,A1,,,
fun,noun,A1,"Adjectives: personality, description, feelings",,
funny,adjective,A1,,,
future,noun,A1,,,
game,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
garbage,noun,A1,Objects and rooms,,"House and home, environment"
garden,noun,A1,Objects and rooms,,"House and home, environment"
get,verb,A1,,,
ghost,noun,A1,,,
gift,noun,A1,Objects and rooms,,Shopping
girl,noun,A1,,,Personal identification
girlfriend,noun,A1,Personal information,,Personal identification
give,verb,A1,,,
glad,adjective,A1,,,
glass,noun,A1,Objects and rooms,,Shopping
glasses,noun,A1,Objects and rooms,,"House and home, environment"
go,verb,A1,,,
goal,noun,A1,,,"Free time, entertainment"
gold,adjective,A1,,,
good,adjective,A1,,,
good afternoon,interjection,A1,,,
good morning,interjection,A1,,,
good night,interjection,A1,,,
grade,noun,A1,,,Education
grammar,noun,A1,Education,,Education
grandfather,noun,A1,Family life,,Personal identification
grandma,noun,A1,Family life,,Personal identification
grandmother,noun,A1,Family life,,Personal identification
grandpa,noun,A1,Family life,,Personal identification
grandparent,noun,A1,Family life,,Personal identification
grape,noun,A1,Food and drink,,Food and drink
grass,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
gray,adjective,A1,Colours,,
gray,noun,A1,Colours,,
great,adjective,A1,,,
green,adjective,A1,Colours,,
greet,verb,A1,,,
grey,adjective,A1,Colours,,
grey,noun,A1,Colours,,
ground,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
group,noun,A1,,,Relations with other people
grow,verb,A1,,,
guess,verb,A1,,,
guest,noun,A1,,,Relations with other people
guitar,noun,A1,Objects and rooms,,"Free time, entertainment"
guy,noun,A1,,,Personal identification
habit,noun,A1,Personal information,,Personal identification
had,have-verb,A1,,,
hair,noun,A1,Personal information,,Health and body care
haircut,noun,A1,,,Services
half,noun,A1,,,
hall,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
hamburger,noun,A1,Food and drink,,Food and drink
hand,noun,A1,,,Health and body care
handsome,adjective,A1,,,
happen,verb,A1,,,
happy,adjective,A1,,,
hard,adjective,A1,,,
hard,adverb,A1,,,
has,have-verb,A1,,,
hat,noun,A1,Clothes,,Shopping
have,have-verb,A1,,,
have to,modal auxiliary,A1,,,
having,have-verb,A1,,,
he,pronoun,A1,,,
head,noun,A1,,,Health and body care
headache,noun,A1,Travel and services vocab,,Health and body care
health,noun,A1,Travel and services vocab,,Health and body care
healthy,adjective,A1,,,
hear,verb,A1,,,
heart,noun,A1,,,Health and body care
heavy,adjective,A1,,,
hello,noun,A1,,,
help,verb,A1,,,
her,determiner,A1,,,
her,pronoun,A1,,,
here,adverb,A1,,,
hers,pronoun,A1,,,
hi,interjection,A1,,,
hide,verb,A1,,,
high,adjective,A1,,,
hill,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
him,pronoun,A1,,,
his,determiner,A1,,,
his,pronoun,A1,,,
history,noun,A1,Education,,Education
hobby,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
hold,noun,A1,,,
hole,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
holiday,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
home,noun,A1,Family life,,Daily life
hometown,noun,A1,Nationalities and countries,,Personal identification
homework,noun,A1,Education,,Education
hope,noun,A1,,,
horse,noun,A1,,,
hospital,noun,A1,"Things in the town, shops and shopping",,Health and body care
hot,adjective,A1,,,
hotel,noun,A1,Travel and services vocab,,Travel
hour,noun,A1,,,
house,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
how,adverb,A1,,,
hungry,adjective,A1,,,
hurry,noun,A1,,,
hurt,verb,A1,,,
husband,noun,A1,Family life,,Personal identification
I,pronoun,A1,,,
ice,noun,A1,Food and drink,,Food and drink
ice cream,noun,A1,Food and drink,,Food and drink
idea,noun,A1,,,
ideal,adjective,A1,,,
if,conjunction,A1,,,
imagine,verb,A1,,,
important,adjective,A1,,,
in,preposition,A1,,,
information,noun,A1,Media,,Services
inside,preposition,A1,,,
interested,adjective,A1,,,
interesting,adjective,A1,,,
Internet,noun,A1,Media,"News, lifestyles and current affairs","Free time, entertainment"
internet,noun,A1,Media,"News, lifestyles and current affairs","Free time, entertainment"
interview,noun,A1,,,Relations with other people
interviewer,noun,A1,,,Personal identification
into,preposition,A1,,,
introduce,verb,A1,,,
is,be-verb,A1,,,
island,noun,A1,Nationalities and countries,,"Free time, entertainment"
it,pronoun,A1,,,
item,noun,A1,Objects and rooms,,
its,determiner,A1,,,
its,pronoun,A1,,,
jacket,noun,A1,Clothes,,Shopping
January,noun,A1,,,
jeans,noun,A1,Clothes,,Shopping
jet,noun,A1,Ways of travelling,,Travel
jewellery,noun,A1,Shopping,,Shopping
jewelry,noun,A1,Shopping,,Shopping
job,noun,A1,Work and jobs,,Personal identification
join,verb,A1,,,
judge,verb,A1,,,
juice,noun,A1,Food and drink,,Food and drink
July,noun,A1,,,
jump,verb,A1,,,
June,noun,A1,,,
just,adverb,A1,,,
keep,verb,A1,,,
key,adjective,A1,,,
key,noun,A1,Objects and rooms,,"House and home, environment"
kick,noun,A1,,,
kick,verb,A1,,,
kid,noun,A1,Family life,,Personal identification
kill,verb,A1,,,
kind,noun,A1,,,
king,noun,A1,Nationalities and countries,,Relations with other people
kiss,noun,A1,,,
kitchen,noun,A1,Objects and rooms,,"House and home, environment"
kite,noun,A1,Leisure activities,,"Free time, entertainment"
knee,noun,A1,,,Health and body care
knife,noun,A1,Objects and rooms,,Shopping
know,verb,A1,,,
lady,noun,A1,Personal information,,Personal identification
language,noun,A1,Nationalities and countries,,Language
large,adjective,A1,,,
last name,noun,A1,,,
late,adjective,A1,,,
late,adverb,A1,,,
later,adverb,A1,,,
laugh,verb,A1,,,
lazy,adjective,A1,,,
leader,noun,A1,Work and jobs,,Relations with other people
leaf,noun,A1,"Things in the town, shops and shopping",,
learn,verb,A1,,,
leave,verb,A1,,,
left,adjective,A1,,,
leg,noun,A1,,,Health and body care
lesson,noun,A1,Education,,Education
let,verb,A1,,,
letter,noun,A1,Objects and rooms,,Services
library,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
life,noun,A1,,,
light,adjective,A1,,,
light,noun,A1,,,"House and home, environment"
like,preposition,A1,,,
like,verb,A1,,,
lily,noun,A1,,,
line,noun,A1,,,
lion,noun,A1,,,
list,noun,A1,Objects and rooms,,
listen,verb,A1,,,
little,adjective,A1,,,
little,adverb,A1,,,
live,verb,A1,,,
living,adjective,A1,,,
living room,noun,A1,Objects and rooms,,"House and home, environment"
lonely,adjective,A1,,,
long,adjective,A1,,,
look,noun,A1,,,
look,verb,A1,,,
lot,adverb,A1,,,
lot,pronoun,A1,,,
love,noun,A1,,,
love,verb,A1,,,
lovely,adjective,A1,,,
luck,noun,A1,,,
lucky,adjective,A1,,,
lunch,noun,A1,Food and drink,,Food and drink
'm,be-verb,A1,,,
machine,noun,A1,Work and jobs,,Daily life
magazine,noun,A1,Objects and rooms,,"Free time, entertainment"
mail,noun,A1,Objects and rooms,,Services
make,verb,A1,,,
man,noun,A1,Personal information,,Personal identification
many,determiner,A1,,,
many,pronoun,A1,,,
map,noun,A1,Objects and rooms,,Travel
March,noun,A1,,,
match,noun,A1,Hobbies and pastimes,,Shopping
math,noun,A1,Education,,Education
maths,noun,A1,Education,,Education
matter,noun,A1,,,
may,modal auxiliary,A1,,,
May,noun,A1,,,
maybe,adverb,A1,,,
me,pronoun,A1,,,
meal,noun,A1,Food and drink,,Food and drink
mean,verb,A1,,,
meat,noun,A1,Food and drink,,Food and drink
medicine,noun,A1,Travel and services vocab,,Health and body care
meet,verb,A1,,,
meeting,noun,A1,,,Relations with other people
memory,noun,A1,,,
merry,adjective,A1,,,
message,noun,A1,Media,,Services
middle,adjective,A1,,,
milk,noun,A1,Food and drink,,Food and drink
mind,noun,A1,,,
mine,pronoun,A1,,,
minute,noun,A1,,,
Miss,noun,A1,,,Personal identification
miss,verb,A1,,,
mobile,noun,A1,Objects and rooms,,"House and home, environment"
mobile phone,noun,A1,Objects and rooms,,"House and home, environment"
mom,noun,A1,Family life,,Personal identification
moment,noun,A1,,,
mommie,noun,A1,,,
mommy,noun,A1,,,
Monday,noun,A1,,,
money,noun,A1,Shopping,,Shopping
monkey,noun,A1,,,
month,noun,A1,,,
moon,noun,A1,,,
more,determiner,A1,,,
more,pronoun,A1,,,
morning,noun,A1,,,
most,determiner,A1,,,
mother,noun,A1,Family life,,Personal identification
mountain,noun,A1,Nationalities and countries,,"House and home, environment"
mouse,noun,A1,,,
mouth,noun,A1,,,Health and body care
move,noun,A1,,,
movie,noun,A1,Film,Hobbies and pastimes,"Free time, entertainment"
Mr,noun,A1,,,Personal identification
Mr.,noun,A1,,,Personal identification
Mrs,noun,A1,,,Personal identification
Mrs.,noun,A1,,,Personal identification
much,adverb,A1,,,
much,determiner,A1,,,
much,pronoun,A1,,,
mum,noun,A1,Family life,,Personal identification
music,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
musician,noun,A1,Work and jobs,,Personal identification
must,modal auxiliary,A1,,,
my,determiner,A1,,,
name,noun,A1,Personal information,,Personal identification
nationality,noun,A1,Nationalities and countries,,Personal identification
near,preposition,A1,,,
neck,noun,A1,,,Health and body care
need,modal auxiliary,A1,,,
neighbor,noun,A1,Family life,,Relations with other people
neighbour,noun,A1,Family life,,Relations with other people
never,adverb,A1,,,
new,adjective,A1,,,
news,noun,A1,"News, lifestyles and current affairs",,"Free time, entertainment"
newspaper,noun,A1,Objects and rooms,,"Free time, entertainment"
nice,adjective,A1,,,
night,noun,A1,,,
nine,number,A1,,,
nineteen,number,A1,,,
ninety,number,A1,,,
no,adverb,A1,,,
no,determiner,A1,,,
noise,noun,A1,,,
nose,noun,A1,,,Health and body care
not,adverb,A1,,,
note,noun,A1,Objects and rooms,,Shopping
note,verb,A1,,,
notebook,noun,A1,Objects and rooms,,Shopping
nothing,pronoun,A1,,,
November,noun,A1,,,
now,adverb,A1,,,
number,noun,A1,,,Personal identification
nurse,noun,A1,Work and jobs,Travel and services vocab,Personal identification
o'clock,adverb,A1,,,
October,noun,A1,,,
of,preposition,A1,,,
off,adjective,A1,,,
office,noun,A1,"Things in the town, shops and shopping",,Services
officer,noun,A1,Work and jobs,,Personal identification
often,adverb,A1,,,
OK,adjective,A1,,,
OK,adverb,A1,,,
okay,adjective,A1,,,
okay,adverb,A1,,,
old,adjective,A1,,,
Olympics,noun,A1,"News, lifestyles and current affairs",,"Free time, entertainment"
on,preposition,A1,,,
once,adverb,A1,,,
one,determiner,A1,,,
one,number,A1,,,
only,adjective,A1,,,
only,adverb,A1,,,
open,adjective,A1,,,
open,verb,A1,,,
opera,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
or,conjunction,A1,,,
orange,adjective,A1,,,
orange,noun,A1,Food and drink,,Food and drink
order,noun,A1,,,Shopping
other,determiner,A1,,,
our,determiner,A1,,,
ours,pronoun,A1,,,
out,adverb,A1,,,
outside,adverb,A1,,,
over,preposition,A1,,,
own,adjective,A1,,,
owner,noun,A1,Work and jobs,,Personal identification
p.m.,adverb,A1,,,
P.M.,adverb,A1,,,
page,noun,A1,Books and literature,,"Free time, entertainment"
paint,noun,A1,Education,,Shopping
paint,verb,A1,,,
painting,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
pair,noun,A1,,,
palace,noun,A1,Nationalities and countries,,"House and home, environment"
pants,noun,A1,Clothes,,Shopping
paper,noun,A1,Objects and rooms,,"Free time, entertainment"
paragraph,noun,A1,Education,,Education
pardon,noun,A1,,,
parent,noun,A1,Family life,,Personal identification
park,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
partner,noun,A1,Family life,,Personal identification
party,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
past,adverb,A1,,,
past,preposition,A1,,,
pay,noun,A1,Shopping,,Shopping
pay,verb,A1,,,
peace,noun,A1,,,
pen,noun,A1,Objects and rooms,,Shopping
pencil,noun,A1,Objects and rooms,,Shopping
people,noun,A1,,,
period,noun,A1,,,
person,noun,A1,,,Personal identification
personal,adjective,A1,,,
pet,noun,A1,Family life,,
phone,noun,A1,Objects and rooms,,Services
phone,verb,A1,,,
photo,noun,A1,Objects and rooms,,"Free time, entertainment"
piano,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
pick,verb,A1,,,
picnic,noun,A1,Leisure activities,,"Free time, entertainment"
picture,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
piece,noun,A1,,,
pig,noun,A1,,,
pink,adjective,A1,,,
pizza,noun,A1,Food and drink,,Food and drink
place,noun,A1,,,Places
plan,noun,A1,Holidays,,
plane,noun,A1,Ways of travelling,,Travel
play,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
play,verb,A1,,,
player,noun,A1,Hobbies and pastimes,,Personal identification
please,adverb,A1,,,
pleasure,noun,A1,,,
pm,adverb,A1,,,
PM,adverb,A1,,,
pocket,noun,A1,Clothes,,"Free time, entertainment"
poem,noun,A1,Education,,Education
point,noun,A1,,,
pollution,noun,A1,"News, lifestyles and current affairs",,"House and home, environment"
pool,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
poor,adjective,A1,,,
