headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
cellist,noun,B2,Work and jobs,,Personal identification
cello,noun,B2,,,
cemetery,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
centigrade,noun,B2,,,
certificate,noun,B2,Education,,Education
certification,noun,B2,Education,,
certify,verb,B2,,,
challenge,verb,B2,,,
chancellor,noun,B2,,,
chaotic,adjective,B2,,,
characteristic,adjective,B2,,,
charming,adjective,B2,,,
chase,verb,B2,,,
cheat,verb,B2,,,
checkpoint,noun,B2,,,
cheeky,adjective,B2,,,
cheerfully,adverb,B2,,,
cheerfulness,noun,B2,,,
chemotherapy,noun,B2,Scientific development,,
cherished,adjective,B2,,,
cherry,noun,B2,,,Food and drink
chew,verb,B2,,,
chief,noun,B2,,,Personal identification
childish,adjective,B2,,,
chimney,noun,B2,,,"House and home, environment"
chip,noun,B2,,,
chop,verb,B2,,,
chunk,noun,B2,,,
circuit,noun,B2,,,Travel
circuitry,noun,B2,,,
circumstance,noun,B2,,,
citywide,adjective,B2,,,
clam,noun,B2,Food and drink,,Food and drink
clap,verb,B2,,,
clarify,verb,B2,,,
classic,noun,B2,,,
classification,noun,B2,,,
clause,noun,B2,,,Language
clearness,noun,B2,,,
clerical,adjective,B2,,,
client,noun,B2,Work and jobs,,Personal identification
climate change,noun,B2,,,
clog,verb,B2,,,
closure,noun,B2,,,
clothing,noun,B2,,,Shopping
clumsy,adjective,B2,,,
coach,verb,B2,,,
coaching,noun,B2,,,
coalition,noun,B2,,,
coarse,adjective,B2,,,
coastline,noun,B2,,,
cocktail,noun,B2,Food and drink,,Food and drink
cocoa,noun,B2,Food and drink,,Food and drink
coconut,noun,B2,Food and drink,,Food and drink
coherence,noun,B2,,,
coherent,adjective,B2,,,
coincide,verb,B2,,,
coincidence,noun,B2,,,
collapse,verb,B2,,,
colleague,noun,B2,Work and jobs,,Personal identification
collector,noun,B2,,,Personal identification
collocation,noun,B2,,,Language
colon,noun,B2,,,Language
colonial,adjective,B2,,,
coma,noun,B2,,,
comb,verb,B2,,,
comfortably,adverb,B2,,,
commander,noun,B2,Work and jobs,,Personal identification
commemorate,verb,B2,,,
comment,verb,B2,,,
commerce,noun,B2,Work and jobs,,
commercial,noun,B2,,,
commission,noun,B2,,,
commonwealth,noun,B2,Nationalities and countries,,
communicative,adjective,B2,,,
community,noun,B2,,,
commute,verb,B2,,,
compassion,noun,B2,,,
compassionate,adjective,B2,,,
compatible,adjective,B2,,,
compensate,verb,B2,,,
compensation,noun,B2,,,
competence,noun,B2,,,
competent,adjective,B2,,,
compile,verb,B2,,,
completion,noun,B2,Work and jobs,,
complexion,noun,B2,,,
complexity,noun,B2,,,
component,noun,B2,,,
comprehension,noun,B2,Education,,
comprehensive,adjective,B2,,,
compress,noun,B2,Technical and legal language,,
compression,noun,B2,,,
compromise,verb,B2,,,
compulsory,adjective,B2,,,
compute,verb,B2,,,
conceal,verb,B2,,,
concede,verb,B2,,,
conceit,noun,B2,,,
conceivable,adjective,B2,,,
conceive,verb,B2,,,
conception,noun,B2,,,
concern,verb,B2,,,
concerning,preposition,B2,,,
concession,noun,B2,,,
concrete,adjective,B2,,,
concrete,noun,B2,,,
condemn,verb,B2,,,
conduct,verb,B2,,,
conductor,noun,B2,,,Personal identification
cone,noun,B2,,,
conference,noun,B2,Work and jobs,,
conferencing,noun,B2,,,
confess,verb,B2,,,
confession,noun,B2,Books and literature,,
confidently,adverb,B2,,,
confine,verb,B2,,,
confront,verb,B2,,,
conjunction,noun,B2,,,Language
conquest,noun,B2,Education,Books and literature,
conscience,noun,B2,,,
consciousness,noun,B2,,,
consensus,noun,B2,,,
consent,noun,B2,,,
considerably,adverb,B2,,,
considering,conjunction,B2,,,
considering,preposition,B2,,,
consistent,adjective,B2,,,
consolation,noun,B2,,,
console,verb,B2,,,
constant,adjective,B2,,,
consult,verb,B2,,,
consultant,noun,B2,,,Personal identification
contaminate,verb,B2,,,
contemporary,adjective,B2,,,
contempt,noun,B2,,,
content,adjective,B2,,,
contract,noun,B2,Work and jobs,Travel and services vocab,Daily life
contradict,verb,B2,,,
contradiction,noun,B2,,,
contradictory,adjective,B2,,,
controversy,noun,B2,,,
conveniently,adverb,B2,,,
convention,noun,B2,"News, lifestyles and current affairs",,
conventional,adjective,B2,,,
converse,noun,B2,,,
conversely,adverb,B2,,,
conversion,noun,B2,,,
convert,verb,B2,,,
convinced,adjective,B2,,,
cool,verb,B2,,,
cooperate,verb,B2,,,
cooperation,noun,B2,,,
cooperative,adjective,B2,,,
cope,verb,B2,,,
copper,noun,B2,,,
coral,noun,B2,Education,,
core,noun,B2,,,
cornerstone,noun,B2,,,
cornet,noun,B2,,,
corona,noun,B2,Education,,
corporal,adjective,B2,,,
corporate,adjective,B2,,,
corporation,noun,B2,,,
correct,verb,B2,,,
correctness,noun,B2,,,
correspond,verb,B2,,,
correspondence,noun,B2,,,
correspondent,noun,B2,,,
corresponding,adjective,B2,,,
corridor,noun,B2,,,
corrupt,adjective,B2,,,
corruption,noun,B2,,,
cosiness,noun,B2,,,
costly,adjective,B2,,,
costume,noun,B2,,,Shopping
cosy,adjective,B2,,,
cottage,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
cough,noun,B2,Travel and services vocab,,Health and body care
counter,noun,B2,,,"House and home, environment"
countryman,noun,B2,Nationalities and countries,,
countrywide,adjective,B2,,,
courtesy,noun,B2,,,
coward,noun,B2,,,
cowardly,adjective,B2,,,
coziness,noun,B2,,,
cozy,adjective,B2,,,
crab,noun,B2,,,
crack,noun,B2,,,
crack,verb,B2,,,
craftsman,noun,B2,Work and jobs,,Personal identification
crater,noun,B2,Education,,
crawl,verb,B2,,,
crease,noun,B2,,,
creation,noun,B2,,,
creatively,adverb,B2,,,
creek,noun,B2,,,
creepy,adjective,B2,,,
crew,noun,B2,Work and jobs,,Personal identification
criminal,adjective,B2,,,
cripple,noun,B2,,,
critically,adverb,B2,,,
criticism,noun,B2,Education,Books and literature,
crocodile,noun,B2,,,
crossly,adverb,B2,,,
crucial,adjective,B2,,,
cruelly,adverb,B2,,,
cruelty,noun,B2,,,
cruise,verb,B2,,,
crystallise,verb,B2,,,
crystallize,verb,B2,,,
cube,noun,B2,Education,,
cubism,noun,B2,Education,Arts,
cuff,noun,B2,Clothes,,Shopping
culmination,noun,B2,,,
culturally,adverb,B2,,,
cure,verb,B2,,,
curl,noun,B2,,,
cursor,noun,B2,,,
cyberaddict,noun,B2,"News, lifestyles and current affairs",,
cybercafe,noun,B2,"Things in the town, shops and shopping",,Food and drink
cybercafé,noun,B2,"Things in the town, shops and shopping",,Food and drink
cybercrime,noun,B2,"News, lifestyles and current affairs",,
cyberpet,noun,B2,"News, lifestyles and current affairs",,
cyberschool,noun,B2,"News, lifestyles and current affairs",,Education
cyberspace,noun,B2,"News, lifestyles and current affairs",,
cyclist,noun,B2,Leisure activities,,"Free time, entertainment"
daft,adjective,B2,,,
damn,adjective,B2,,,
damn,adverb,B2,,,
damn,interjection,B2,,,
dandelion,noun,B2,Education,,
darling,adjective,B2,,,
darling,noun,B2,,,
dash,noun,B2,,,
dash,verb,B2,,,
data,noun,B2,,,
database,noun,B2,,,
dated,adjective,B2,,,
daughter-in-law,noun,B2,,,Personal identification
dawn,noun,B2,,,
daytime,noun,B2,,,
de facto,adjective,B2,,,
dear,noun,B2,,,
dearly,adverb,B2,,,
debit,noun,B2,,,Shopping
debit,verb,B2,,,
debit card,noun,B2,,,Shopping
decade,noun,B2,,,
decay,verb,B2,,,
deceive,verb,B2,,,
decent,adjective,B2,,,
deceptive,adjective,B2,,,
decisive,adjective,B2,,,
deck,noun,B2,,,Travel
decline,verb,B2,,,
decomposition,noun,B2,Education,,
decorate,verb,B2,,,
decoration,noun,B2,,,
decorative,adjective,B2,,,
dedication,noun,B2,,,
deduce,verb,B2,,,
deduction,noun,B2,Education,,
deem,verb,B2,,,
deep,adjective,B2,,,
deer,noun,B2,,,
defeat,noun,B2,,,
deficit,noun,B2,,,
deforestation,noun,B2,"News, lifestyles and current affairs",,
defy,verb,B2,,,
dehumanise,verb,B2,,,
dehumanize,verb,B2,,,
delegate,noun,B2,,,
deliberate,adjective,B2,,,
deliberately,adverb,B2,,,
delicacy,noun,B2,,,
delicately,adverb,B2,,,
delight,verb,B2,,,
demanding,adjective,B2,,,
demolish,verb,B2,,,
denim,noun,B2,,,Shopping
dense,adjective,B2,,,
densely,adverb,B2,,,
dental,adjective,B2,,,
dependable,adjective,B2,,,
deposit,verb,B2,,,
deputy,noun,B2,,,
descend,verb,B2,,,
descriptive,adjective,B2,,,
designer,adjective,B2,,,
desirable,adjective,B2,,,
desire,verb,B2,,,
desktop,noun,B2,,,
desolation,noun,B2,,,
desperately,adverb,B2,,,
desperation,noun,B2,,,
despise,verb,B2,,,
destiny,noun,B2,,,
detach,verb,B2,,,
detachment,noun,B2,,,
detailed,adjective,B2,,,
detect,verb,B2,,,
determined,adjective,B2,,,
determiner,noun,B2,,,Language
developing,adjective,B2,,,
devil,noun,B2,,,
devote,verb,B2,,,
devoted,adjective,B2,,,
diarrhea,noun,B2,Travel and services vocab,,Health and body care
diarrhoea,noun,B2,Travel and services vocab,,Health and body care
dictator,noun,B2,Education,,Personal identification
digest,noun,B2,,,
dignify,verb,B2,,,
dignity,noun,B2,,,
dilemma,noun,B2,,,
dim,adjective,B2,,,
dime,noun,B2,,,
dimension,noun,B2,,,
dip,verb,B2,,,
diphtheria,noun,B2,Travel and services vocab,,Health and body care
diploma,noun,B2,Education,,Education
diplomat,noun,B2,,,
disappearance,noun,B2,,,
disapproval,noun,B2,,,
disapprove,verb,B2,,,
discharge,noun,B2,,,
disciple,noun,B2,Books and literature,,
discipline,noun,B2,,,
disconnect,verb,B2,,,
discredit,verb,B2,,,
discriminate,verb,B2,,,
disgrace,noun,B2,,,
disguise,noun,B2,,,
disguise,verb,B2,,,
dishonesty,noun,B2,,,
disillusion,verb,B2,,,
dismiss,verb,B2,,,
disorder,noun,B2,,,
disorderly,adjective,B2,,,
disorganised,adjective,B2,,,
disorganized,adjective,B2,,,
dispensable,adjective,B2,,,
displace,verb,B2,,,
displeasure,noun,B2,,,
disposal,noun,B2,,,
disposition,noun,B2,,,
dispute,noun,B2,,,
disqualify,verb,B2,,,
disregard,noun,B2,,,
disrupt,verb,B2,,,
dissatisfaction,noun,B2,,,
dissatisfied,adjective,B2,,,
dissident,noun,B2,,,
distinguished,adjective,B2,,,
distortion,noun,B2,,,
distract,verb,B2,,,
distraction,noun,B2,,,
distressing,adjective,B2,,,
distributor,noun,B2,Work and jobs,,Personal identification
diversion,noun,B2,,,
divert,verb,B2,,,
divided,adjective,B2,,,
division,noun,B2,,,
divorce,noun,B2,Family life,,Relations with other people
divorce,verb,B2,,,
DNA,noun,B2,Education,,
dock,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
domestic,adjective,B2,,,
dominate,verb,B2,,,
donate,verb,B2,,,
donation,noun,B2,,,
donkey,noun,B2,,,
doom,noun,B2,,,
doorkeeper,noun,B2,Work and jobs,,Personal identification
doorway,noun,B2,Objects and rooms,,"House and home, environment"
dorm,noun,B2,"Things in the town, shops and shopping",Idiomatic expressions,"House and home, environment"
dormitory,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
dose,noun,B2,,,
double,noun,B2,,,
double,verb,B2,,,
doubly,adverb,B2,,,
doubt,verb,B2,,,
doubtful,adjective,B2,,,
dove,noun,B2,,,
down,adjective,B2,,,
downfall,noun,B2,,,
download,noun,B2,Technical and legal language,,
downsize,verb,B2,,,
dowry,noun,B2,,,
draft,noun,B2,,,
drain,noun,B2,,,
drain,verb,B2,,,
dramatically,adverb,B2,,,
drapery,noun,B2,Clothes,,Shopping
draught,noun,B2,,,
dread,verb,B2,,,
dreadful,adjective,B2,,,
dreamy,adjective,B2,,,
drinkable,adjective,B2,,,
droop,noun,B2,,,
dropout,noun,B2,,,
drought,noun,B2,"News, lifestyles and current affairs",,
duel,noun,B2,,,
dumb,adjective,B2,,,
duplicate,noun,B2,,,
duplication,noun,B2,,,
dwarf,noun,B2,Books and literature,,Personal identification
dye,noun,B2,,,
dynamic,adjective,B2,,,
eagerly,adverb,B2,,,
eagle,noun,B2,,,
earnings,noun,B2,,,Shopping
ease,noun,B2,,,
ease,verb,B2,,,
eastward,adverb,B2,,,
eastwards,adverb,B2,,,
ecologically,adverb,B2,,,
ecologist,noun,B2,,,
economical,adjective,B2,,,
economist,noun,B2,,,Personal identification
ecstatic,adjective,B2,,,
edit,noun,B2,,,
edit,verb,B2,,,
editorial,noun,B2,Media,,Personal identification
educated,adjective,B2,,,
educator,noun,B2,Work and jobs,Education,Personal identification
effectively,adverb,B2,,,
effectiveness,noun,B2,,,
elect,verb,B2,,,
elective,adjective,B2,,,
electrician,noun,B2,,,Personal identification
electronically,adverb,B2,,,
electronics,noun,B2,,,
elegance,noun,B2,,,
elegant,adjective,B2,,,
elegantly,adverb,B2,,,
elemental,adjective,B2,,,
eligible,adjective,B2,,,
elite,noun,B2,,,
eloquence,noun,B2,,,
eloquent,adjective,B2,,,
embassy,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
embrace,noun,B2,,,
emergence,noun,B2,,,
emphatically,adverb,B2,,,
employ,verb,B2,,,
employee,noun,B2,Work and jobs,,Personal identification
employer,noun,B2,Work and jobs,,Personal identification
encounter,verb,B2,,,
endeavor,noun,B2,,,
endeavour,noun,B2,,,
endlessly,adverb,B2,,,
endorse,verb,B2,,,
endurance,noun,B2,,,
enduring,adjective,B2,,,
energy,noun,B2,,,
enforce,verb,B2,,,
engagement,noun,B2,,,
engulf,verb,B2,,,
enhance,verb,B2,,,
enquire,verb,B2,,,
enrol,verb,B2,Education,,
enroll,verb,B2,Education,,
enterprise,noun,B2,Work and jobs,,
entertaining,adjective,B2,,,
enthusiastically,adverb,B2,,,
entitle,verb,B2,,,
entrepreneur,noun,B2,,,
environment,noun,B2,,,"House and home, environment"
environmentally,adverb,B2,,,
environmentally friendly,adjective,B2,,,
envy,verb,B2,,,
equal,noun,B2,,,
equal,verb,B2,,,
equation,noun,B2,,,
equip,verb,B2,,,
equity,noun,B2,,,
erect,adjective,B2,,,
erupt,verb,B2,,,
eruption,noun,B2,"News, lifestyles and current affairs",,
essayist,noun,B2,Work and jobs,,Personal identification
essentially,adverb,B2,,,
estate,noun,B2,,,"House and home, environment"
estimate,noun,B2,,,
estimated,adjective,B2,,,
eternally,adverb,B2,,,
ethic,noun,B2,,,
ethnic,adjective,B2,,,
evacuate,verb,B2,,,
evacuation,noun,B2,,,
evaluate,verb,B2,,,
evaluation,noun,B2,,,
everlasting,adjective,B2,,,
evidently,adverb,B2,,,
evil,adjective,B2,,,
evil,noun,B2,,,
evolution,noun,B2,,,
evolve,verb,B2,,,
exactness,noun,B2,,,
exaggerate,noun,B2,,,
exaggeration,noun,B2,,,
exalt,verb,B2,,,
examinee,noun,B2,Education,,
exceed,verb,B2,,,
excel,verb,B2,,,
exception,noun,B2,,,
exceptional,adjective,B2,,,
exceptionally,adverb,B2,,,
excessive,adjective,B2,,,
exclaim,verb,B2,,,
exclamation mark,noun,B2,,,Language
exclude,verb,B2,,,
exclusion,noun,B2,,,
exclusively,adverb,B2,,,
excursion,noun,B2,Hobbies and pastimes,,"Free time, entertainment"
execute,verb,B2,,,
execution,noun,B2,,,
executive,adjective,B2,,,
executive,noun,B2,Work and jobs,,Personal identification
exhaust,noun,B2,,,
exhausting,adjective,B2,,,
exhaustion,noun,B2,,,
exhibit,verb,B2,,,
exile,noun,B2,,,
existing,adjective,B2,,,
exotic,adjective,B2,,,
expansion,noun,B2,,,
expectation,noun,B2,,,
expected,adjective,B2,,,
expedition,noun,B2,Travel and services vocab,,Travel
experiment,verb,B2,,,
expert,adjective,B2,,,
explode,verb,B2,,,
exploit,verb,B2,,,
explorer,noun,B2,Work and jobs,,Personal identification
explosive,adjective,B2,,,
explosive,noun,B2,"News, lifestyles and current affairs",,
export,noun,B2,Work and jobs,,
export,verb,B2,,,
expressive,adjective,B2,,,
exquisite,adjective,B2,,,
extension,noun,B2,,,
extensive,adjective,B2,,,
external,adjective,B2,,,
extract,noun,B2,,,
extract,verb,B2,,,
extraordinarily,adverb,B2,,,
exultant,adjective,B2,,,
eyebrow,noun,B2,,,Health and body care
eyelash,noun,B2,,,Health and body care
eyelid,noun,B2,,,Health and body care
fabric,noun,B2,Clothes,,Shopping
fabulous,adjective,B2,,,
facilitate,verb,B2,,,
facilities,noun,B2,,,
factor,noun,B2,,,
faculty,noun,B2,,,
faint,verb,B2,,,
faith,noun,B2,,,
falter,verb,B2,,,
fame,noun,B2,,,
familiarise,verb,B2,,,
familiarize,verb,B2,,,
